input,label
Had a banana and a handful of almonds for snack.,store_log
"I am a 42-year-old female with a height of 155 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a beginner at the gym. ",user_profile
Had a protein bar and some water for snack.,store_log
Had a chicken wrap and a side of fruit for lunch.,store_log
How can I maintain a positive body image and cultivate a healthy relationship with my physical appearance?,ask_advice
Walked the dog for 40 minutes after work.,store_log
"I am a 42-year-old male with a height of 161 cm and a weight of 61 kg. My primary goal is endurance, and I aim to reach a target weight of 77 kg. I am a advanced at the gym. ",user_profile
"I am a 52-year-old female with a height of 196 cm and a weight of 73 kg. My primary goal is weight loss, and I aim to reach a target weight of 68 kg. I am a intermediate at the gym. ",user_profile
Had avocado toast with a poached egg for breakfast.,store_log
"I am a 41-year-old male with a height of 157 cm and a weight of 77 kg. My primary goal is weight loss, and I aim to reach a target weight of 72 kg. I am a intermediate at the gym. ",user_profile
"I am a 32-year-old female with a height of 174 cm and a weight of 73 kg. My primary goal is muscle gain, and I aim to reach a target weight of 78 kg. I am a beginner at the gym. ",user_profile
"I am a 54-year-old male with a height of 196 cm and a weight of 91 kg. My primary goal is weight loss, and I aim to reach a target weight of 86 kg. I am a beginner at the gym. ",user_profile
Ran 3 miles around the park this morning.,store_log
How can I effectively manage my time and prioritize self-care in a busy schedule?,ask_advice
Had a chicken wrap and a side of fruit for lunch.,store_log
Tried a new 30-minute core workout around noon.,store_log
Had vegetable curry with basmati rice for dinner.,store_log
"Had a green smoothie with spinach, banana, and protein powder for breakfast.",store_log
How can I promote a healthy work environment and manage work-related stress?,ask_advice
Had vegetable curry with basmati rice for dinner.,store_log
"I am a 57-year-old male with a height of 169 cm and a weight of 84 kg. My primary goal is weight loss, and I aim to reach a target weight of 79 kg. I am a advanced at the gym. ",user_profile
"I am a 58-year-old male with a height of 192 cm and a weight of 68 kg. My primary goal is endurance, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
Had mixed nuts and dried cranberries for snack.,store_log
Did a bodyweight circuit at home after lunch.,store_log
Had a quinoa bowl with roasted vegetables for lunch.,store_log
"I am a 34-year-old female with a height of 169 cm and a weight of 72 kg. My primary goal is weight loss, and I aim to reach a target weight of 67 kg. I am a advanced at the gym. ",user_profile
Had baked tofu with brown rice and stir-fried vegetables for dinner.,store_log
Cycled 12 miles after work around noon.,store_log
Had a protein bar and some water for snack.,store_log
"I am a 46-year-old male with a height of 176 cm and a weight of 80 kg. My primary goal is weight loss, and I aim to reach a target weight of 75 kg. I am a beginner at the gym. ",user_profile
Had mixed nuts and dried cranberries for snack.,store_log
Tried a new 30-minute core workout around noon.,store_log
Can you provide tips for improving push-up form?,ask_advice
Went for a 5k run around noon.,store_log
Had chili with cornbread and a small salad for dinner.,store_log
Had pancakes with maple syrup and berries for breakfast.,store_log
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
Did a 45-minute strength training session before breakfast.,store_log
"I am a 25-year-old male with a height of 179 cm and a weight of 51 kg. My primary goal is health maintenance, and I aim to reach a target weight of 54 kg. I am a intermediate at the gym. ",user_profile
Cycled 12 miles after work late evening.,store_log
"I am a 31-year-old female with a height of 191 cm and a weight of 100 kg. My primary goal is health maintenance, and I aim to reach a target weight of 85 kg. I am a advanced at the gym. ",user_profile
"I am a 38-year-old male with a height of 155 cm and a weight of 56 kg. My primary goal is endurance, and I aim to reach a target weight of 73 kg. I am a intermediate at the gym. ",user_profile
Had a banana and a handful of almonds for snack.,store_log
How can I set achievable fitness goals that keep me motivated?,ask_advice
"I am a 37-year-old male with a height of 170 cm and a weight of 88 kg. My primary goal is health maintenance, and I aim to reach a target weight of 58 kg. I am a intermediate at the gym. ",user_profile
Had lentil soup with a whole wheat roll for lunch.,store_log
Had greek yogurt with honey and granola for breakfast.,store_log
Had baked tofu with brown rice and stir-fried vegetables for dinner.,store_log
"I am a 34-year-old female with a height of 158 cm and a weight of 92 kg. My primary goal is muscle gain, and I aim to reach a target weight of 97 kg. I am a beginner at the gym. ",user_profile
Had tuna salad with mixed greens and balsamic dressing for lunch.,store_log
What are some strategies for cultivating a positive body image and practicing self-acceptance?,ask_advice
Had a protein shake with almond milk and banana for breakfast.,store_log
"I am a 32-year-old female with a height of 185 cm and a weight of 53 kg. My primary goal is endurance, and I aim to reach a target weight of 57 kg. I am a advanced at the gym. ",user_profile
Swam 20 laps at the gym before breakfast.,store_log
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
"I am a 35-year-old male with a height of 161 cm and a weight of 50 kg. My primary goal is muscle gain, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
"I am a 21-year-old female with a height of 188 cm and a weight of 89 kg. My primary goal is health maintenance, and I aim to reach a target weight of 69 kg. I am a advanced at the gym. ",user_profile
Did a 20-minute hiit workout before bed.,store_log
"I am a 35-year-old male with a height of 161 cm and a weight of 50 kg. My primary goal is muscle gain, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
"I am a 42-year-old male with a height of 161 cm and a weight of 61 kg. My primary goal is endurance, and I aim to reach a target weight of 77 kg. I am a advanced at the gym. ",user_profile
Had carrot sticks with hummus for snack.,store_log
Had spaghetti with marinara sauce and a side salad for dinner.,store_log
Did a bodyweight circuit at home right after waking up.,store_log
"I am a 48-year-old male with a height of 156 cm and a weight of 67 kg. My primary goal is endurance, and I aim to reach a target weight of 47 kg. I am a beginner at the gym. ",user_profile
Had scrambled eggs with toast and black coffee for breakfast.,store_log
"I am a 54-year-old female with a height of 200 cm and a weight of 55 kg. My primary goal is weight loss, and I aim to reach a target weight of 50 kg. I am a advanced at the gym. ",user_profile
"I am a 41-year-old male with a height of 151 cm and a weight of 70 kg. My primary goal is endurance, and I aim to reach a target weight of 71 kg. I am a advanced at the gym. ",user_profile
Did a bodyweight circuit at home after work.,store_log
"I am a 49-year-old male with a height of 196 cm and a weight of 52 kg. My primary goal is muscle gain, and I aim to reach a target weight of 57 kg. I am a beginner at the gym. ",user_profile
"I am a 54-year-old male with a height of 189 cm and a weight of 63 kg. My primary goal is health maintenance, and I aim to reach a target weight of 93 kg. I am a intermediate at the gym. ",user_profile
Ran 3 miles around the park before bed.,store_log
Walked the dog for 40 minutes right after waking up.,store_log
"I am a 52-year-old female with a height of 196 cm and a weight of 73 kg. My primary goal is weight loss, and I aim to reach a target weight of 68 kg. I am a intermediate at the gym. ",user_profile
Ran 3 miles around the park before bed.,store_log
Had vegetable curry with basmati rice for dinner.,store_log
Are there any specific supplements or vitamins that can support overall health and well-being?,ask_advice
How can I incorporate more fruits and vegetables into my diet in creative and enjoyable ways?,ask_advice
"I am a 53-year-old male with a height of 164 cm and a weight of 89 kg. My primary goal is weight loss, and I aim to reach a target weight of 84 kg. I am a advanced at the gym. ",user_profile
Had chili with cornbread and a small salad for dinner.,store_log
Can you recommend healthy late-night snacks?,ask_advice
"I am a 32-year-old female with a height of 174 cm and a weight of 73 kg. My primary goal is muscle gain, and I aim to reach a target weight of 78 kg. I am a beginner at the gym. ",user_profile
Had carrot sticks with hummus for snack.,store_log
Took a 30-minute yoga class before dinner.,store_log
Had greek yogurt with honey and granola for breakfast.,store_log
Had scrambled eggs with toast and black coffee for breakfast.,store_log
Swam 20 laps at the gym right after waking up.,store_log
